año,trimestre,provincia,accesos por cada 100 hogares,banda ancha fija,dial up,adsl,cablemodem,fibra óptica,wireless,otros,mbps (media de bajada),poblacion
2022,2,La Pampa,92.98,30.096216216216217,0.046216216216216216,2.107027027027027,16.01972972972973,6.214594594594594,5.45945945945946,0.3416216216216216,16,0.37
2022,2,La Rioja,80.14,22.638421052631582,0.0010526315789473684,2.041842105263158,13.856842105263159,5.049736842105263,1.6828947368421052,0.008157894736842105,43,0.38
2022,2,Mendoza,49.39,13.86990049751244,0.03865671641791046,1.8737810945273634,3.8559203980099506,6.741492537313435,1.3414925373134328,0.09587064676616916,30,2.01
2022,2,Misiones,51.0,13.969765624999999,0.0,2.906875,6.9734375,2.628828125,0.8651562500000001,0.59546875,46,1.28
2022,2,Neuquén,80.02,22.12328767123288,0.0641095890410959,4.075205479452055,10.26095890410959,3.9484931506849317,3.7494520547945203,0.1532876712328767,47,0.73
2022,2,Río Negro,67.85,20.949473684210524,0.07210526315789474,4.743421052631579,6.189473684210526,5.387631578947369,2.205263157894737,2.4957894736842103,33,0.76
2022,2,Salta,57.54,14.109166666666667,0.00034722222222222224,2.962847222222222,6.679027777777779,3.269166666666667,0.6991666666666668,0.49930555555555556,39,1.44
2022,2,San Juan,49.46,12.210487804878051,0.03426829268292683,4.703658536585366,2.406585365853659,1.5034146341463417,2.6657317073170734,0.9653658536585366,14,0.82
2022,2,San Luis,81.76,22.510925925925925,0.0337037037037037,1.2703703703703701,5.376666666666666,0.045925925925925926,13.076666666666666,2.775,19,0.54
2022,2,Santa Cruz,43.15,14.844545454545454,0.05999999999999999,3.081818181818182,7.1893939393939394,3.277272727272727,1.1806060606060607,0.17545454545454545,12,0.33
2022,2,Santa Fe,77.9,24.6839606741573,0.0030898876404494386,5.57561797752809,12.029016853932584,5.32311797752809,1.2101404494382024,0.5491573033707865,42,3.56
2022,2,Santiago Del Estero,47.7,11.242095238095237,0.00019047619047619045,1.577238095238095,7.651238095238096,1.1052380952380954,0.6302857142857142,0.2782857142857143,16,1.05
2022,2,Tierra Del Fuego,99.86,28.13578947368421,0.16421052631578947,6.712631578947367,20.966842105263158,0.2121052631578947,0.06578947368421052,0.34263157894736845,11,0.19
2022,2,Tucumán,59.31,14.970411764705881,0.0017647058823529412,5.052529411764706,0.9015882352941177,8.75429411764706,0.23511764705882351,0.028647058823529414,50,1.7
2022,1,Buenos Aires,76.08,25.891468412066022,0.03581673306772908,2.2313318155947637,15.531388730791122,7.069556061468412,0.7144052361980648,0.38060330108138873,63,17.57
2022,1,Capital Federal,111.8,45.36467948717949,0.06932692307692308,3.278525641025641,39.013621794871796,1.997051282051282,0.1853846153846154,0.9594230769230768,88,3.12
2022,1,Catamarca,58.21,14.506279069767443,0.0002325581395348837,3.2979069767441858,3.6086046511627905,6.771627906976744,0.3088372093023256,0.5195348837209303,51,0.43
2022,1,Chaco,44.06,12.641578947368421,0.00043859649122807024,2.841315789473685,5.661929824561405,3.215964912280702,0.716140350877193,0.2066666666666667,46,1.14
2022,1,Chubut,88.05,28.450166666666668,0.15450000000000003,7.355499999999999,11.111166666666668,1.5306666666666666,5.098666666666667,3.5086666666666666,13,0.6
2022,1,Córdoba,85.76,25.219321608040204,0.0018592964824120603,4.914824120603015,12.608015075376883,5.925577889447236,1.5287185929648242,0.24404522613065324,50,3.98
2022,1,Corrientes,47.64,11.881166666666667,0.0003333333333333333,3.3718333333333335,6.591083333333334,0.90625,0.5645,0.44783333333333336,38,1.2
2022,1,Entre Ríos,63.7,18.734545454545454,0.0015384615384615387,4.696433566433567,9.7193006993007,1.6147552447552447,1.825034965034965,0.8805594405594407,36,1.43
2022,1,Formosa,34.96,8.942295081967213,0.0,2.688032786885246,2.6109836065573773,0.8436065573770493,2.76655737704918,0.033114754098360656,30,0.61
2022,1,Jujuy,58.06,14.563625,0.0,2.663375,7.577,3.2436249999999998,0.58275,0.496875,28,0.8
2022,1,La Pampa,91.66,29.610810810810815,0.04648648648648649,2.162972972972973,15.940000000000001,5.875405405405406,5.379189189189189,0.2997297297297297,15,0.37
2022,1,La Rioja,78.77,22.18394736842105,0.0010526315789473684,2.3955263157894735,15.586315789473685,2.512105263157895,1.6828947368421052,0.008157894736842105,41,0.38
2022,1,Mendoza,48.74,13.65169154228856,0.0391044776119403,2.4608955223880598,3.688805970149254,6.130746268656718,1.3417412935323383,0.06860696517412936,26,2.01
2022,1,Misiones,49.04,13.3990625,0.0,3.058359375,7.168125,1.9670312499999998,0.609921875,0.595625,42,1.28
2022,1,Neuquén,74.17,20.439452054794522,0.06452054794520548,3.896301369863014,10.027397260273974,3.3141095890410956,3.164109589041096,0.10205479452054794,43,0.73
2022,1,Río Negro,67.04,20.634342105263155,0.07276315789473685,5.087105263157895,5.9692105263157895,5.004868421052632,2.2125,2.4334210526315787,31,0.76
2022,1,Salta,56.11,13.715972222222222,0.00034722222222222224,3.105138888888889,6.851875,2.8468055555555556,0.41319444444444453,0.49930555555555556,37,1.44
2022,1,San Juan,43.55,10.718048780487806,0.03536585365853659,4.150975609756098,1.7620731707317074,1.3773170731707318,2.5271951219512196,0.9358536585365855,12,0.82
2022,1,San Luis,80.72,22.159074074074073,0.03425925925925925,1.479074074074074,2.0918518518518514,0.005740740740740741,13.297962962962961,5.3187037037037035,21,0.54
2022,1,Santa Cruz,43.34,14.817575757575755,0.06181818181818182,3.1930303030303024,7.096969696969697,3.2624242424242422,1.2042424242424243,0.1227272727272727,11,0.33
2022,1,Santa Fe,77.3,24.448426966292136,0.0032303370786516852,5.996797752808989,12.489016853932583,4.1166292134831455,1.271376404494382,0.5778370786516853,39,3.56
2022,1,Santiago Del Estero,47.17,11.091333333333331,0.00019047619047619045,1.7255238095238092,8.37895238095238,0.10409523809523809,0.6046666666666666,0.2782857142857143,14,1.05
2022,1,Tierra Del Fuego,98.29,27.525263157894738,0.16473684210526315,6.858421052631578,20.368421052631575,0.2189473684210526,0.06526315789473684,0.17894736842105263,11,0.19
2022,1,Tucumán,57.39,14.44435294117647,0.0017647058823529412,5.4430588235294115,3.670352941176471,5.069058823529412,0.23500000000000001,0.028647058823529414,47,1.7
2021,4,Buenos Aires,75.66,25.64220956719818,0.03636104783599089,2.4278189066059226,15.412904328018223,6.697175398633258,0.7225911161731208,0.4180808656036446,60,17.56
2021,4,Capital Federal,111.27,48.78667820069203,0.07557093425605536,3.8532871972318334,41.69993079584775,2.0762975778546715,0.19650519031141866,1.036228373702422,83,2.89
2021,4,Catamarca,55.25,15.97,0.0002702702702702703,4.428378378378379,3.745405405405406,6.783783783783784,0.40864864864864864,0.6040540540540541,46,0.37
2021,4,Chaco,44.05,12.181355932203392,0.0004237288135593221,3.0125423728813563,5.351271186440679,2.9396610169491524,0.6783898305084746,0.19991525423728815,42,1.18
2021,4,Chubut,82.57,27.010847457627122,0.16,7.857796610169491,9.73084745762712,1.6364406779661018,4.75271186440678,3.1930508474576276,9,0.59
2021,4,Córdoba,84.51,26.524005376344086,0.0020698924731182796,5.699220430107527,13.104543010752687,5.839086021505376,1.647231182795699,0.23599462365591398,46,3.72
2021,4,Corrientes,45.51,12.027256637168142,0.00035398230088495576,3.763097345132744,6.299380530973451,0.8971681415929205,0.5998230088495576,0.46814159292035407,36,1.13
2021,4,Entre Ríos,63.16,19.066474820143885,0.0015827338129496406,5.0689928057553955,9.596187050359713,1.6871942446043169,1.8001438848920863,0.9155395683453238,33,1.39
2021,4,Formosa,34.45,8.65532258064516,0.0,2.775967741935484,2.437258064516129,0.8308064516129032,2.5835483870967746,0.027741935483870966,29,0.62
2021,4,Jujuy,56.92,14.419620253164558,0.0,2.8265822784810126,7.659620253164556,3.0577215189873415,0.37050632911392406,0.5051898734177215,27,0.79
2021,4,La Pampa,89.57,30.524000000000004,0.04942857142857143,2.335714285714286,16.571428571428573,5.769142857142858,5.510285714285715,0.38685714285714284,14,0.35
2021,4,La Rioja,77.92,21.874736842105264,0.0010526315789473684,2.733421052631579,14.908157894736842,2.4857894736842105,1.7402631578947367,0.008157894736842105,40,0.38
2021,4,Mendoza,47.51,13.967696335078534,0.042094240837696334,3.133089005235602,3.746230366492147,5.741727748691099,1.2914136125654452,0.09732984293193718,22,1.91
2021,4,Misiones,49.06,15.279642857142855,0.0,3.7301785714285716,8.220357142857141,1.967410714285714,0.6829464285714285,0.67875,39,1.12
2021,4,Neuquén,73.3,21.616029411764703,0.07014705882352941,4.290441176470588,10.700147058823529,3.419558823529411,3.166323529411765,0.10970588235294117,40,0.68
2021,4,Río Negro,65.69,19.894675324675323,0.07324675324675325,5.4593506493506485,5.778571428571428,4.183376623376623,2.15038961038961,2.3962337662337663,27,0.77
2021,4,Salta,56.81,14.770296296296294,0.00044444444444444447,3.479407407407407,7.3931851851851835,2.9299999999999997,0.4357037037037037,0.5324444444444444,34,1.35
2021,4,San Juan,39.59,10.913287671232878,0.03986301369863014,4.913424657534247,1.7947945205479452,1.5167123287671234,1.5647945205479454,1.1634246575342466,11,0.73
2021,4,San Luis,80.3,24.216734693877555,0.03816326530612245,1.7289795918367348,2.257959183673469,0.006122448979591837,14.4,5.861836734693878,21,0.49
2021,4,Santa Cruz,43.05,17.88,0.07777777777777778,3.996296296296296,8.482222222222221,3.7151851851851854,1.6096296296296295,0.15444444444444444,9,0.27
2021,4,Santa Fe,77.09,24.470762711864406,0.004971751412429379,6.5939830508474575,12.552909604519774,3.64,1.2303954802259887,0.4584463276836158,36,3.54
2021,4,Santiago Del Estero,47.05,10.727685185185186,0.00018518518518518515,1.7622222222222221,8.015092592592591,0.10074074074074073,0.5792592592592593,0.27055555555555555,14,1.08
2021,4,Tierra Del Fuego,98.4,34.69466666666667,0.21000000000000002,8.878000000000002,25.432000000000002,0.28400000000000003,0.08266666666666668,0.228,11,0.15
2021,4,Tucumán,55.93,14.461151515151514,0.0018181818181818184,5.929090909090909,3.577090909090909,4.775151515151515,0.15218181818181822,0.029454545454545455,45,1.65
2021,3,Buenos Aires,71.68,24.182374715261965,0.029521640091116175,3.335586560364465,14.780666287015945,5.043354214123007,0.6846697038724374,0.367619589977221,56,17.56
2021,3,Capital Federal,111.27,48.85110726643598,0.05564013840830449,4.944705882352941,41.249377162629756,1.486712802768166,0.2096539792387543,1.0162975778546712,78,2.89
2021,3,Catamarca,52.71,15.203513513513512,0.0002702702702702703,4.976486486486486,3.1645945945945946,6.035405405405405,0.4237837837837838,0.6035135135135136,43,0.37
2021,3,Chaco,42.96,11.85322033898305,0.0002542372881355933,3.2422033898305087,5.394830508474576,2.337542372881356,0.6794915254237289,0.19940677966101697,39,1.18
2021,3,Chubut,80.71,26.316271186440677,0.13559322033898305,8.350677966101696,9.456610169491526,1.5162711864406782,3.9620338983050853,3.166271186440678,8,0.59
2021,3,Córdoba,81.28,25.449623655913975,0.0016666666666666668,6.163306451612903,12.828575268817204,4.502553763440861,1.5488440860215054,0.40801075268817205,42,3.72
2021,3,Corrientes,44.9,11.84212389380531,0.0002654867256637169,3.965044247787611,6.141858407079647,0.6674336283185841,0.5987610619469027,0.4692920353982301,32,1.13
2021,3,Entre Ríos,62.18,18.73093525179856,0.0010791366906474822,5.355611510791367,9.262733812949643,1.4737410071942445,1.6906474820143886,0.9492805755395685,30,1.39
2021,3,Formosa,33.96,8.515322580645162,0.0,2.918225806451613,2.275967741935484,0.7629032258064515,2.5306451612903227,0.027580645161290322,27,0.62
2021,3,Jujuy,55.69,14.070632911392405,0.0,2.981518987341772,7.690886075949367,2.522278481012658,0.3736708860759494,0.5022784810126583,26,0.79
2021,3,La Pampa,84.28,28.677428571428575,0.03314285714285714,2.575714285714286,16.537428571428574,5.090571428571429,4.136857142857143,0.37000000000000005,13,0.35
2021,3,La Rioja,77.26,21.620263157894737,0.0007894736842105264,2.981315789473684,14.406315789473684,2.4852631578947366,1.7402631578947367,0.007894736842105263,39,0.38
2021,3,Mendoza,45.55,13.367539267015708,0.032408376963350784,4.789214659685864,3.73020942408377,3.695235602094241,1.1419371727748693,0.043350785340314134,13,1.91
2021,3,Misiones,45.57,14.154285714285713,0.0,3.859821428571428,7.988303571428572,0.9793749999999999,0.6426785714285713,0.6841071428571428,31,1.12
2021,3,Neuquén,69.71,20.505294117647058,0.054852941176470583,4.360294117647058,10.85205882352941,2.4198529411764707,2.8338235294117644,0.09411764705882353,38,0.68
2021,3,Río Negro,61.97,18.71220779220779,0.06506493506493508,6.225194805194805,5.7816883116883115,2.4318181818181817,1.9520779220779219,2.3864935064935064,25,0.77
2021,3,Salta,55.96,14.506,0.00014814814814814812,3.645333333333333,7.282814814814814,2.6759999999999997,0.424,0.478,31,1.35
2021,3,San Juan,39.46,10.853013698630138,0.03506849315068493,5.489315068493151,1.7701369863013698,0.9136986301369863,1.5578082191780822,1.157123287671233,7,0.73
2021,3,San Luis,79.87,24.023673469387756,0.03020408163265306,1.7177551020408162,2.42530612244898,0.005510204081632652,14.052244897959184,5.853061224489796,22,0.49
2021,3,Santa Cruz,43.75,18.066296296296297,0.07296296296296295,4.572962962962963,8.504074074074074,2.343703703703704,1.581111111111111,1.1374074074074072,8,0.27
2021,3,Santa Fe,75.02,23.769293785310733,0.004265536723163842,6.9471468926553674,12.518531073446326,2.638757062146892,1.2273163841807908,0.44180790960451977,33,3.54
2021,3,Santiago Del Estero,47.0,10.690462962962963,9.259259259259257e-05,1.8462037037037033,7.919907407407407,0.08416666666666665,0.5691666666666666,0.2711111111111111,13,1.08
2021,3,Tierra Del Fuego,94.95,33.28933333333334,0.19266666666666665,8.568666666666667,24.638666666666666,0.004000000000000001,0.010666666666666666,0.26,10,0.15
2021,3,Tucumán,54.64,14.08769696969697,0.0015151515151515154,6.332666666666667,3.264727272727273,4.300848484848485,0.14593939393939395,0.045030303030303025,42,1.65
2021,2,Buenos Aires,70.0,23.503228929384967,0.029521640091116175,3.4353929384965833,14.25871298405467,4.864310933940775,0.646617312072893,0.3277164009111617,53,17.56
2021,2,Capital Federal,110.14,48.399550173010375,0.05564013840830449,5.155328719723183,40.66079584775087,1.429688581314879,0.19307958477508647,1.0162975778546712,73,2.89
2021,2,Catamarca,52.34,15.065675675675676,0.0002702702702702703,5.487837837837838,2.5475675675675675,6.035405405405405,0.3916216216216216,0.6035135135135136,42,0.37
2021,2,Chaco,43.33,11.92593220338983,0.0002542372881355933,3.3750847457627122,5.3345762711864415,2.337627118644068,0.6794915254237289,0.19940677966101697,37,1.18
2021,2,Chubut,72.29,23.459661016949156,0.1398305084745763,8.351016949152543,7.033389830508475,1.030677966101695,4.013898305084746,3.1705084745762715,8,0.59
2021,2,Córdoba,80.12,25.021989247311826,0.0016666666666666668,6.445698924731182,12.574784946236559,4.082123655913978,1.5038709677419355,0.4171774193548387,40,3.72
2021,2,Corrientes,43.54,11.46,0.0002654867256637169,4.128141592920355,5.952389380530974,0.3301769911504425,0.5802654867256638,0.4692920353982301,30,1.13
2021,2,Entre Ríos,61.66,18.533597122302158,0.0010791366906474822,5.599712230215828,8.989712230215828,1.2846043165467627,1.711223021582734,0.9494244604316548,28,1.39
2021,2,Formosa,33.23,8.314677419354839,0.0,3.1566129032258066,2.0175806451612903,0.582258064516129,2.5306451612903227,0.027580645161290322,24,0.62
2021,2,Jujuy,56.18,14.157974683544305,0.0,3.131392405063291,7.69620253164557,2.4824050632911394,0.34569620253164557,0.5022784810126583,26,0.79
2021,2,La Pampa,82.08,27.87171428571429,0.03314285714285714,2.5762857142857145,16.28971428571429,4.894857142857143,3.774,0.37000000000000005,12,0.35
2021,2,La Rioja,76.98,21.47342105263158,0.0007894736842105264,3.0597368421052633,14.277631578947368,2.485526315789474,1.6434210526315787,0.007894736842105263,39,0.38
2021,2,Mendoza,40.97,11.992251308900524,0.032408376963350784,4.790732984293194,3.7085863874345546,2.3401047120418847,1.1419371727748693,0.04329842931937174,13,1.91
2021,2,Misiones,45.01,13.944285714285714,0.0,4.014285714285714,7.844732142857142,0.9264285714285714,0.47473214285714277,0.6841071428571428,29,1.12
2021,2,Neuquén,69.14,20.276029411764704,0.054852941176470583,4.423970588235293,10.689705882352941,2.296911764705882,2.826176470588235,0.09411764705882353,36,0.68
2021,2,Río Negro,61.94,18.647142857142853,0.06506493506493508,6.2583116883116885,5.683246753246753,2.432077922077922,1.9520779220779219,2.3864935064935064,24,0.77
2021,2,Salta,54.93,14.195333333333332,0.00014814814814814812,3.8071111111111104,7.112296296296297,2.374074074074074,0.424,0.478,29,1.35
2021,2,San Juan,39.28,10.777671232876711,0.03506849315068493,5.489315068493151,1.6943835616438354,0.914109589041096,1.5578082191780822,1.157123287671233,7,0.73
2021,2,San Luis,83.48,25.03469387755102,0.03020408163265306,1.7177551020408162,2.3077551020408165,0.005714285714285714,13.644897959183673,7.388775510204082,22,0.49
2021,2,Santa Cruz,44.01,18.068518518518516,0.07296296296296295,4.572962962962963,8.506296296296295,2.343703703703704,1.581111111111111,1.1374074074074072,8,0.27
2021,2,Santa Fe,75.07,23.74149717514124,0.004265536723163842,7.2525706214689265,12.20098870056497,2.554350282485876,1.2428531073446327,0.495,31,3.54
2021,2,Santiago Del Estero,46.56,10.563796296296294,9.259259259259257e-05,1.9198148148148146,7.7564814814814795,0.08416666666666665,0.4704629629629629,0.3329629629629629,13,1.08
2021,2,Tierra Del Fuego,67.89,23.602666666666668,0.19266666666666665,8.568666666666667,15.002666666666666,0.004000000000000001,0.009333333333333334,0.21066666666666664,9,0.15
2021,2,Tucumán,54.93,14.12278787878788,0.0015151515151515154,6.692666666666667,2.9308484848484846,4.3444242424242425,0.11133333333333334,0.045030303030303025,40,1.65
2021,1,Buenos Aires,69.11,23.091890660592256,0.028849658314350803,3.585871298405467,13.963872437357631,4.678798405466971,0.5626765375854215,0.3295216400911162,51,17.56
2021,1,Capital Federal,108.42,47.69145328719723,0.04809688581314878,5.529584775086505,39.62259515570934,1.3833910034602077,0.19235294117647056,1.0116262975778547,68,2.89
2021,1,Catamarca,48.9,14.045135135135135,0.0002702702702702703,7.112432432432432,1.1916216216216216,5.050810810810811,0.08702702702702703,0.6035135135135136,40,0.37
2021,1,Chaco,43.14,11.844661016949154,0.0002542372881355933,3.662203389830509,5.190762711864407,2.1547457627118645,0.6783050847457628,0.15889830508474578,34,1.18
2021,1,Chubut,68.99,22.290677966101693,0.1398305084745763,7.7120338983050845,6.942372881355933,0.583728813559322,4.020847457627119,3.1715254237288137,8,0.59
2021,1,Córdoba,78.59,24.484569892473118,0.0014784946236559141,6.998655913978495,11.954166666666667,3.6191935483870967,1.455295698924731,0.45873655913978495,36,3.72
2021,1,Corrientes,42.66,11.20548672566372,0.0002654867256637169,4.350442477876107,5.56424778761062,0.29530973451327436,0.5264601769911504,0.4692920353982301,26,1.13
2021,1,Entre Ríos,60.44,18.125899280575542,0.0009352517985611511,6.020719424460432,8.519712230215827,1.2119424460431656,1.4989928057553958,0.8754676258992805,24,1.39
2021,1,Formosa,32.73,8.175161290322581,0.0,3.332741935483871,1.8406451612903225,0.4132258064516129,2.527258064516129,0.06129032258064516,21,0.62
2021,1,Jujuy,55.63,13.981772151898735,0.0,4.082784810126582,6.87645569620253,2.192658227848101,0.33886075949367084,0.4910126582278481,27,0.79
2021,1,La Pampa,81.78,27.71114285714286,0.03314285714285714,2.5560000000000005,16.77457142857143,4.508285714285715,3.534,0.37142857142857144,11,0.35
2021,1,La Rioja,49.81,13.848684210526317,0.0007894736842105264,4.569210526315789,9.206315789473685,0.0002631578947368421,0.06578947368421052,0.007894736842105263,13,0.38
2021,1,Mendoza,39.15,11.429738219895288,0.032198952879581154,4.808586387434556,3.6280104712041883,2.021937172774869,0.9597905759162305,0.04361256544502618,13,1.91
2021,1,Misiones,43.17,13.338124999999998,0.0,4.311785714285714,7.351696428571428,0.6307142857142857,0.42821428571428566,0.6157142857142857,25,1.12
2021,1,Neuquén,66.84,19.538529411764706,0.054852941176470583,4.444558823529412,10.361323529411765,2.083970588235294,2.6105882352941174,0.09294117647058822,34,0.68
2021,1,Río Negro,60.88,18.268441558441555,0.06506493506493508,6.334675324675325,5.479480519480519,2.3153246753246752,1.8174025974025974,2.3866233766233766,22,0.77
2021,1,Salta,53.93,13.89422222222222,0.00014814814814814812,4.0568888888888885,6.606444444444444,2.333185185185185,0.4199259259259259,0.47792592592592587,27,1.35
2021,1,San Juan,39.06,10.686438356164384,0.03506849315068493,5.489315068493151,1.5875342465753426,0.9138356164383562,1.572876712328767,1.1579452054794521,7,0.73
2021,1,San Luis,81.24,24.286938775510205,0.03020408163265306,1.7177551020408162,2.179183673469388,0.005714285714285714,13.025714285714285,7.388775510204082,22,0.49
2021,1,Santa Cruz,41.65,16.98814814814815,0.07296296296296295,4.572962962962963,8.551481481481481,2.212962962962963,1.5792592592592594,0.14444444444444443,8,0.27
2021,1,Santa Fe,73.92,23.333050847457628,0.0038700564971751415,7.825197740112993,11.906214689265537,2.0049717514124294,1.1056497175141242,0.4948870056497175,28,3.54
2021,1,Santiago Del Estero,45.67,10.337037037037035,9.259259259259257e-05,2.4507407407407404,7.023055555555556,0.05277777777777777,0.47759259259259257,0.3329629629629629,12,1.08
2021,1,Tierra Del Fuego,77.35,26.755333333333336,0.19266666666666665,8.568666666666667,18.164666666666665,0.004000000000000001,0.0,0.21066666666666664,9,0.15
2021,1,Tucumán,54.82,14.053939393939395,0.0013333333333333335,8.921151515151514,0.7384848484848485,4.239636363636364,0.11115151515151514,0.044848484848484846,38,1.65
2020,4,Buenos Aires,68.98,23.097448394495412,0.02904816513761468,3.6447878440366965,13.997981651376145,4.615774082568807,0.535802752293578,0.33215022935779814,50,17.44
2020,4,Capital Federal,108.31,47.686505190311415,0.04809688581314878,5.642214532871972,39.533840830449826,1.3802768166089965,0.1666089965397924,1.011660899653979,67,2.89
2020,4,Catamarca,49.41,14.16081081081081,0.0002702702702702703,7.262162162162163,1.3824324324324324,4.825945945945946,0.08702702702702703,0.6035135135135136,38,0.37
2020,4,Chaco,43.03,11.990344827586208,0.0002586206896551725,3.821724137931035,5.275862068965518,2.04198275862069,0.689396551724138,0.16163793103448276,32,1.16
2020,4,Chubut,68.35,22.37051724137931,0.14224137931034483,7.879827586206898,6.85448275862069,0.5241379310344828,4.028103448275862,3.2262068965517243,7,0.58
